group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Bitcask Sizes,,2048,,,1242192500.0,ns,1
Bitcask Sizes,,2048,,,1233445875.0,ns,1
Bitcask Sizes,,2048,,,1221293208.0,ns,1
Bitcask Sizes,,2048,,,1240626625.0,ns,1
Bitcask Sizes,,2048,,,1247863583.0,ns,1
Bitcask Sizes,,2048,,,1273210166.0,ns,1
Bitcask Sizes,,2048,,,1242165666.0,ns,1
Bitcask Sizes,,2048,,,1238856250.0,ns,1
Bitcask Sizes,,2048,,,1251165833.0,ns,1
Bitcask Sizes,,2048,,,1257154583.0,ns,1
Bitcask Sizes,,2048,,,1314494375.0,ns,1
Bitcask Sizes,,2048,,,1245314583.0,ns,1
Bitcask Sizes,,2048,,,1236214250.0,ns,1
Bitcask Sizes,,2048,,,1231181458.0,ns,1
Bitcask Sizes,,2048,,,1235897583.0,ns,1
Bitcask Sizes,,2048,,,1231632291.0,ns,1
Bitcask Sizes,,2048,,,1231974916.0,ns,1
Bitcask Sizes,,2048,,,1224124333.0,ns,1
Bitcask Sizes,,2048,,,1272868291.0,ns,1
Bitcask Sizes,,2048,,,1240015500.0,ns,1
Bitcask Sizes,,2048,,,1250247166.0,ns,1
Bitcask Sizes,,2048,,,1236990166.0,ns,1
Bitcask Sizes,,2048,,,1241409166.0,ns,1
Bitcask Sizes,,2048,,,1234896541.0,ns,1
Bitcask Sizes,,2048,,,1244554458.0,ns,1
Bitcask Sizes,,2048,,,1241772291.0,ns,1
Bitcask Sizes,,2048,,,1229701166.0,ns,1
Bitcask Sizes,,2048,,,1249902041.0,ns,1
Bitcask Sizes,,2048,,,1365801708.0,ns,1
Bitcask Sizes,,2048,,,1299146333.0,ns,1
Bitcask Sizes,,2048,,,1249896583.0,ns,1
Bitcask Sizes,,2048,,,1242025791.0,ns,1
Bitcask Sizes,,2048,,,1291801916.0,ns,1
Bitcask Sizes,,2048,,,1247745958.0,ns,1
Bitcask Sizes,,2048,,,1238820958.0,ns,1
Bitcask Sizes,,2048,,,1242555291.0,ns,1
Bitcask Sizes,,2048,,,1235115375.0,ns,1
Bitcask Sizes,,2048,,,1239136083.0,ns,1
Bitcask Sizes,,2048,,,1241286541.0,ns,1
Bitcask Sizes,,2048,,,1241793458.0,ns,1
Bitcask Sizes,,2048,,,1280760166.0,ns,1
Bitcask Sizes,,2048,,,1247448625.0,ns,1
Bitcask Sizes,,2048,,,1297578791.0,ns,1
Bitcask Sizes,,2048,,,1300566583.0,ns,1
Bitcask Sizes,,2048,,,1242693500.0,ns,1
Bitcask Sizes,,2048,,,1254593416.0,ns,1
Bitcask Sizes,,2048,,,1257978583.0,ns,1
Bitcask Sizes,,2048,,,1234734875.0,ns,1
Bitcask Sizes,,2048,,,1244777166.0,ns,1
Bitcask Sizes,,2048,,,1242388375.0,ns,1
Bitcask Sizes,,2048,,,1230596166.0,ns,1
Bitcask Sizes,,2048,,,1250270250.0,ns,1
Bitcask Sizes,,2048,,,1270181208.0,ns,1
Bitcask Sizes,,2048,,,1228437541.0,ns,1
Bitcask Sizes,,2048,,,1296191916.0,ns,1
Bitcask Sizes,,2048,,,1235306416.0,ns,1
Bitcask Sizes,,2048,,,1243982583.0,ns,1
Bitcask Sizes,,2048,,,1242675708.0,ns,1
Bitcask Sizes,,2048,,,1228069833.0,ns,1
Bitcask Sizes,,2048,,,1230376083.0,ns,1
Bitcask Sizes,,2048,,,1238785833.0,ns,1
Bitcask Sizes,,2048,,,1236862625.0,ns,1
Bitcask Sizes,,2048,,,1231273958.0,ns,1
Bitcask Sizes,,2048,,,1232427833.0,ns,1
Bitcask Sizes,,2048,,,1249078750.0,ns,1
Bitcask Sizes,,2048,,,1236666708.0,ns,1
Bitcask Sizes,,2048,,,1288233375.0,ns,1
Bitcask Sizes,,2048,,,1244194666.0,ns,1
Bitcask Sizes,,2048,,,1239819375.0,ns,1
Bitcask Sizes,,2048,,,1241385875.0,ns,1
Bitcask Sizes,,2048,,,1238906250.0,ns,1
Bitcask Sizes,,2048,,,1239611166.0,ns,1
Bitcask Sizes,,2048,,,1236001708.0,ns,1
Bitcask Sizes,,2048,,,1237805458.0,ns,1
Bitcask Sizes,,2048,,,1277569000.0,ns,1
Bitcask Sizes,,2048,,,1242693208.0,ns,1
Bitcask Sizes,,2048,,,1296366500.0,ns,1
Bitcask Sizes,,2048,,,1443128041.0,ns,1
Bitcask Sizes,,2048,,,1267575541.0,ns,1
Bitcask Sizes,,2048,,,1243474875.0,ns,1
Bitcask Sizes,,2048,,,1230787083.0,ns,1
Bitcask Sizes,,2048,,,1238032583.0,ns,1
Bitcask Sizes,,2048,,,1230726583.0,ns,1
Bitcask Sizes,,2048,,,1247966750.0,ns,1
Bitcask Sizes,,2048,,,1229219750.0,ns,1
Bitcask Sizes,,2048,,,1226567958.0,ns,1
Bitcask Sizes,,2048,,,1234857791.0,ns,1
Bitcask Sizes,,2048,,,1243376333.0,ns,1
Bitcask Sizes,,2048,,,1230194541.0,ns,1
Bitcask Sizes,,2048,,,1228954041.0,ns,1
Bitcask Sizes,,2048,,,1237315583.0,ns,1
Bitcask Sizes,,2048,,,1250389458.0,ns,1
Bitcask Sizes,,2048,,,1245893916.0,ns,1
Bitcask Sizes,,2048,,,1317325541.0,ns,1
Bitcask Sizes,,2048,,,1283355833.0,ns,1
Bitcask Sizes,,2048,,,1266221541.0,ns,1
Bitcask Sizes,,2048,,,1279749708.0,ns,1
Bitcask Sizes,,2048,,,1230714625.0,ns,1
Bitcask Sizes,,2048,,,1229060958.0,ns,1
Bitcask Sizes,,2048,,,1238007250.0,ns,1
