group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Bitcask Sizes,,100000,,,1472110041.0,ns,1
Bitcask Sizes,,100000,,,1486694750.0,ns,1
Bitcask Sizes,,100000,,,1641846875.0,ns,1
Bitcask Sizes,,100000,,,1448987583.0,ns,1
Bitcask Sizes,,100000,,,1515797416.0,ns,1
Bitcask Sizes,,100000,,,1555140958.0,ns,1
Bitcask Sizes,,100000,,,1551907125.0,ns,1
Bitcask Sizes,,100000,,,1495360666.0,ns,1
Bitcask Sizes,,100000,,,1472700083.0,ns,1
Bitcask Sizes,,100000,,,1493882791.0,ns,1
Bitcask Sizes,,100000,,,1476303333.0,ns,1
Bitcask Sizes,,100000,,,1525239625.0,ns,1
Bitcask Sizes,,100000,,,1461835708.0,ns,1
Bitcask Sizes,,100000,,,1467420250.0,ns,1
