group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Bitcask Sizes,,8192,,,3690483166.0,ns,1
Bitcask Sizes,,8192,,,3702159291.0,ns,1
Bitcask Sizes,,8192,,,3692504416.0,ns,1
Bitcask Sizes,,8192,,,3673708708.0,ns,1
Bitcask Sizes,,8192,,,3695587583.0,ns,1
Bitcask Sizes,,8192,,,3727166375.0,ns,1
Bitcask Sizes,,8192,,,3681695375.0,ns,1
Bitcask Sizes,,8192,,,3697788458.0,ns,1
Bitcask Sizes,,8192,,,3754534125.0,ns,1
Bitcask Sizes,,8192,,,3929355416.0,ns,1
Bitcask Sizes,,8192,,,3684825583.0,ns,1
Bitcask Sizes,,8192,,,3692604250.0,ns,1
Bitcask Sizes,,8192,,,3820998416.0,ns,1
Bitcask Sizes,,8192,,,3770294750.0,ns,1
Bitcask Sizes,,8192,,,3750529958.0,ns,1
Bitcask Sizes,,8192,,,3767746833.0,ns,1
Bitcask Sizes,,8192,,,3774002500.0,ns,1
Bitcask Sizes,,8192,,,3682928875.0,ns,1
Bitcask Sizes,,8192,,,3721982791.0,ns,1
Bitcask Sizes,,8192,,,3789380666.0,ns,1
Bitcask Sizes,,8192,,,3794217916.0,ns,1
Bitcask Sizes,,8192,,,3852286833.0,ns,1
Bitcask Sizes,,8192,,,3757691041.0,ns,1
Bitcask Sizes,,8192,,,3806136750.0,ns,1
Bitcask Sizes,,8192,,,3801775291.0,ns,1
Bitcask Sizes,,8192,,,4010284875.0,ns,1
Bitcask Sizes,,8192,,,3985350791.0,ns,1
Bitcask Sizes,,8192,,,3828830958.0,ns,1
Bitcask Sizes,,8192,,,3815178333.0,ns,1
Bitcask Sizes,,8192,,,3706959250.0,ns,1
Bitcask Sizes,,8192,,,3714219333.0,ns,1
Bitcask Sizes,,8192,,,3687556583.0,ns,1
Bitcask Sizes,,8192,,,3789445791.0,ns,1
Bitcask Sizes,,8192,,,3763514625.0,ns,1
Bitcask Sizes,,8192,,,3696688208.0,ns,1
Bitcask Sizes,,8192,,,3691731500.0,ns,1
Bitcask Sizes,,8192,,,3693791500.0,ns,1
Bitcask Sizes,,8192,,,3738151166.0,ns,1
Bitcask Sizes,,8192,,,3702433541.0,ns,1
Bitcask Sizes,,8192,,,3716640166.0,ns,1
Bitcask Sizes,,8192,,,3701174250.0,ns,1
Bitcask Sizes,,8192,,,3853098458.0,ns,1
Bitcask Sizes,,8192,,,3686337666.0,ns,1
Bitcask Sizes,,8192,,,3686066583.0,ns,1
Bitcask Sizes,,8192,,,3703189333.0,ns,1
Bitcask Sizes,,8192,,,3675205666.0,ns,1
Bitcask Sizes,,8192,,,3682802708.0,ns,1
Bitcask Sizes,,8192,,,3691925041.0,ns,1
Bitcask Sizes,,8192,,,3718591833.0,ns,1
