group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Bitcask Sizes,,32768,,,12342768125.0,ns,1
Bitcask Sizes,,32768,,,12206386583.0,ns,1
Bitcask Sizes,,32768,,,12181572416.0,ns,1
Bitcask Sizes,,32768,,,12073639708.0,ns,1
Bitcask Sizes,,32768,,,12089011375.0,ns,1
Bitcask Sizes,,32768,,,12357750000.0,ns,1
Bitcask Sizes,,32768,,,12193961625.0,ns,1
Bitcask Sizes,,32768,,,12217660708.0,ns,1
Bitcask Sizes,,32768,,,12327749750.0,ns,1
Bitcask Sizes,,32768,,,12338823958.0,ns,1
Bitcask Sizes,,32768,,,12323135458.0,ns,1
Bitcask Sizes,,32768,,,12268699375.0,ns,1
Bitcask Sizes,,32768,,,12229879875.0,ns,1
Bitcask Sizes,,32768,,,12140101166.0,ns,1
Bitcask Sizes,,32768,,,12127070541.0,ns,1
Bitcask Sizes,,32768,,,12246531166.0,ns,1
Bitcask Sizes,,32768,,,12166935958.0,ns,1
Bitcask Sizes,,32768,,,12740726625.0,ns,1
Bitcask Sizes,,32768,,,12499546833.0,ns,1
Bitcask Sizes,,32768,,,12089044416.0,ns,1
Bitcask Sizes,,32768,,,12285058041.0,ns,1
Bitcask Sizes,,32768,,,12222854666.0,ns,1
Bitcask Sizes,,32768,,,12245840083.0,ns,1
Bitcask Sizes,,32768,,,12240307791.0,ns,1
Bitcask Sizes,,32768,,,12191718208.0,ns,1
Bitcask Sizes,,32768,,,12439046375.0,ns,1
Bitcask Sizes,,32768,,,12207262541.0,ns,1
Bitcask Sizes,,32768,,,12189159791.0,ns,1
Bitcask Sizes,,32768,,,12298948250.0,ns,1
Bitcask Sizes,,32768,,,12248373250.0,ns,1
Bitcask Sizes,,32768,,,12704895750.0,ns,1
